[2025-02-11 10:02:50.967] [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
[2025-02-11 10:03:01.670] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpLsChannel' has 1 subscriber(s).
[2025-02-11 10:03:01.671] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean 'lsHandler.serviceActivator'
[2025-02-11 10:03:01.671] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {sftp:outbound-gateway:downloadHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpDownloadChannel' channel
[2025-02-11 10:03:01.672] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpDownloadChannel' has 1 subscriber(s).
[2025-02-11 10:03:01.672] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean 'downloadHandler.serviceActivator'
[2025-02-11 10:03:01.672] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {sftp:outbound-gateway:uploadHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpUploadChannel' channel
[2025-02-11 10:03:01.673] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpUploadChannel' has 1 subscriber(s).
[2025-02-11 10:03:01.673] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean 'uploadHandler.serviceActivator'
[2025-02-11 10:03:01.674] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {sftp:outbound-gateway:deleteHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpDeleteChannel' channel
[2025-02-11 10:03:01.675] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpDeleteChannel' has 1 subscriber(s).
[2025-02-11 10:03:01.675] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean 'deleteHandler.serviceActivator'
[2025-02-11 10:03:01.690] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - started bean 'fsapSyncSftpService#downloadFiles(String)'
[2025-02-11 10:03:01.690] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - started bean 'fsapSyncSftpService#deleteFile(String)'
[2025-02-11 10:03:01.690] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - started bean 'fsapSyncSftpService#uploadFile(File, String)'
[2025-02-11 10:03:01.691] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - started bean 'fsapSyncSftpService#listFile(String)'
[2025-02-11 10:03:01.691] [restartedMain] INFO  o.s.i.g.AnnotationGatewayProxyFactoryBean - started bean 'fsapSyncSftpService'; defined in: 'URL [jar:file:/C:/Users/St1-Ted/.gradle/caches/modules-2/files-2.1/com.bot.mis/txcontrol/1.0.0/d796151ccdc1ea19f9b1a2dda4663bdee0505e1d/txcontrol-1.0.0-plain.jar!/com/bot/txcontrol/util/transmit/FsapSyncSftpService.class]'; from source: 'URL [jar:file:/C:/Users/St1-Ted/.gradle/caches/modules-2/files-2.1/com.bot.mis/txcontrol/1.0.0/d796151ccdc1ea19f9b1a2dda4663bdee0505e1d/txcontrol-1.0.0-plain.jar!/com/bot/txcontrol/util/transmit/FsapSyncSftpService.class]'
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - stopped bean 'fsapSyncSftpService#downloadFiles(String)'
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - stopped bean 'fsapSyncSftpService#deleteFile(String)'
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - stopped bean 'fsapSyncSftpService#uploadFile(File, String)'
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.g.GatewayProxyFactoryBean$MethodInvocationGateway - stopped bean 'fsapSyncSftpService#listFile(String)'
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.g.AnnotationGatewayProxyFactoryBean - stopped bean 'fsapSyncSftpService'; defined in: 'URL [jar:file:/C:/Users/St1-Ted/.gradle/caches/modules-2/files-2.1/com.bot.mis/txcontrol/1.0.0/d796151ccdc1ea19f9b1a2dda4663bdee0505e1d/txcontrol-1.0.0-plain.jar!/com/bot/txcontrol/util/transmit/FsapSyncSftpService.class]'; from source: 'URL [jar:file:/C:/Users/St1-Ted/.gradle/caches/modules-2/files-2.1/com.bot.mis/txcontrol/1.0.0/d796151ccdc1ea19f9b1a2dda4663bdee0505e1d/txcontrol-1.0.0-plain.jar!/com/bot/txcontrol/util/transmit/FsapSyncSftpService.class]'
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'mis.errorChannel' has 0 subscriber(s).
[2025-02-11 10:03:01.795] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - stopped bean '_org.springframework.integration.errorLogger'
[2025-02-11 10:03:01.796] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Removing {sftp:outbound-gateway:lsHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpLsChannel' channel
[2025-02-11 10:03:01.796] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpLsChannel' has 0 subscriber(s).
[2025-02-11 10:03:01.796] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - stopped bean 'lsHandler.serviceActivator'
[2025-02-11 10:03:01.798] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Removing {sftp:outbound-gateway:downloadHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpDownloadChannel' channel
[2025-02-11 10:03:01.798] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpDownloadChannel' has 0 subscriber(s).
[2025-02-11 10:03:01.798] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - stopped bean 'downloadHandler.serviceActivator'
[2025-02-11 10:03:01.798] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Removing {sftp:outbound-gateway:uploadHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpUploadChannel' channel
[2025-02-11 10:03:01.798] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpUploadChannel' has 0 subscriber(s).
[2025-02-11 10:03:01.798] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - stopped bean 'uploadHandler.serviceActivator'
[2025-02-11 10:03:01.799] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - Removing {sftp:outbound-gateway:deleteHandler.serviceActivator} as a subscriber to the 'fsapSyncSftpDeleteChannel' channel
[2025-02-11 10:03:01.799] [restartedMain] INFO  o.s.i.channel.DirectChannel - Channel 'mis.fsapSyncSftpDeleteChannel' has 0 subscriber(s).
[2025-02-11 10:03:01.799] [restartedMain] INFO  o.s.i.endpoint.EventDrivenConsumer - stopped bean 'deleteHandler.serviceActivator'
[2025-02-11 10:03:01.799] [restartedMain] WARN  o.s.b.w.r.c.AnnotationConfigReactiveWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
[2025-02-11 10:03:01.802] [restartedMain] WARN  o.s.c.a.CommonAnnotationBeanPostProcessor - Destroy method on bean with name 'grpcService' threw an exception: java.lang.NullPointerException: Cannot invoke "io.grpc.Server.shutdown()" because "this.server" is null
[2025-02-11 10:03:01.806] [restartedMain] INFO  c.b.t.c.appListener.AppListener - Shutdown All.
[2025-02-11 10:03:01.807] [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'entityManagerFactory'
[2025-02-11 10:03:01.808] [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariCP - Shutdown initiated...
[2025-02-11 10:03:01.811] [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariCP - Shutdown completed.
[2025-02-11 10:03:01.818] [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
[2025-02-11 10:03:01.832] [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8082 was already in use.

Action:

Identify and stop the process that's listening on port 8082 or configure this application to listen on another port.

[2025-02-11 10:04:49.240] [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
[2025-02-11 10:04:49.433] [restartedMain] INFO  com.bot.BatchApplication - Starting BatchApplication using Java 21.0.5 with PID 6812 (D:\BOTNCLProject\scan\com-bot-mis-mask\build\classes\java\main started by St1-Ted in D:\BOTNCLProject\scan\com-bot-mis-mask)
[2025-02-11 10:04:49.434] [restartedMain] INFO  com.bot.BatchApplication - The following 1 profile is active: "dev"
[2025-02-11 10:04:49.501] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
[2025-02-11 10:04:49.501] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
[2025-02-11 10:04:50.309] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
[2025-02-11 10:04:50.309] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[2025-02-11 10:04:50.437] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 120 ms. Found 5 JPA repository interfaces.
[2025-02-11 10:04:50.719] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
[2025-02-11 10:04:50.720] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data LDAP repositories in DEFAULT mode.
[2025-02-11 10:04:50.752] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.AcctblRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.754] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.TxrecsvcRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.755] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.AptlrRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.756] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.NfstpuidRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.757] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.TxrecmainRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.760] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.AggregateJpaRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.784] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.AcctblRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.785] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.TxrecsvcRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.785] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.AptlrRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.786] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.NfstpuidRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.786] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.repository.TxrecmainRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.787] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data LDAP - Could not safely identify store assignment for repository candidate interface com.bot.txcontrol.jpa.AggregateJpaRepository; If you want this repository to be a LDAP repository, consider annotating your entities with one of these annotations: org.springframework.ldap.odm.annotations.Entry (preferred), or consider extending one of the following types with your repository: org.springframework.data.ldap.repository.LdapRepository
[2025-02-11 10:04:50.788] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 68 ms. Found 0 LDAP repository interfaces.
[2025-02-11 10:04:50.958] [restartedMain] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
[2025-02-11 10:04:50.968] [restartedMain] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
[2025-02-11 10:04:51.118] [restartedMain] INFO  o.s.c.context.scope.GenericScope - BeanFactory id=f85a2d7d-d7b5-3416-97e9-a93fc7262282
[2025-02-11 10:04:51.195] [restartedMain] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
[2025-02-11 10:04:51.197] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource decrypted-password-properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.197] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
[2025-02-11 10:04:51.197] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.198] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
[2025-02-11 10:04:51.198] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
[2025-02-11 10:04:51.198] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource cachedrandom [org.springframework.cloud.util.random.CachedRandomPropertySource] to EncryptablePropertySourceWrapper
[2025-02-11 10:04:51.198] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Config resource 'file [external-parameters.properties]' via location 'file:external-parameters.properties' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.199] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.199] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.199] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource springCloudClientHostInfo [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.199] [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource devtools [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
[2025-02-11 10:04:51.337] [restartedMain] INFO  c.u.j.f.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
[2025-02-11 10:04:51.350] [restartedMain] INFO  c.u.j.r.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
[2025-02-11 10:04:51.352] [restartedMain] INFO  c.u.j.d.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
[2025-02-11 10:04:51.363] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionConfig' of type [com.bot.txcontrol.config.transaction.TransactionConfig$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.455] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.sql.init.DataSourceInitializationConfiguration' of type [org.springframework.boot.autoconfigure.sql.init.DataSourceInitializationConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.519] [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariCP - Starting...
[2025-02-11 10:04:51.537] [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariCP - Start completed.
[2025-02-11 10:04:51.538] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.zaxxer.hikari.HikariDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.618] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.626] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.628] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda/0x000002440151b000] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.639] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.653] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.sql.init-org.springframework.boot.autoconfigure.sql.init.SqlInitializationProperties' of type [org.springframework.boot.autoconfigure.sql.init.SqlInitializationProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.672] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSourceScriptDatabaseInitializer' of type [org.springframework.boot.autoconfigure.sql.init.SqlDataSourceScriptDatabaseInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.681] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.batch.BatchAutoConfiguration$DataSourceInitializerConfiguration' of type [org.springframework.boot.autoconfigure.batch.BatchAutoConfiguration$DataSourceInitializerConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:51.688] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.batch-org.springframework.boot.autoconfigure.batch.BatchProperties' of type [org.springframework.boot.autoconfigure.batch.BatchProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:52.019] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'batchDataSourceInitializer' of type [org.springframework.boot.autoconfigure.batch.BatchDataSourceScriptDatabaseInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:52.085] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaVendorAdapter' of type [org.springframework.orm.jpa.vendor.HibernateJpaVendorAdapter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:52.096] [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaProperties' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
[2025-02-11 10:04:52.241] [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: entityManagerFactory]
[2025-02-11 10:04:52.405] [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
[2025-02-11 10:04:52.454] [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
